frameLen,vlan50,vlan60,vlan70,vlan80,isnanVlan,ipFlag,isnanIP,ipTtl,portFeatureSrc2404,portFeatureDst2404,isnanTPC,xTcpTdrLen,tcpWinSize,tcpPduSize,isnanPduSize,asduTypeid013,asduTypeid036,x104NaN,asduCause01,asduCause03,attack
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0153846153846154,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.041025641025641,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0717948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0358974358974359,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0256410256410256,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0923076923076923,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0205128205128205,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0717948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0923076923076923,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0615384615384615,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.00512820512820513,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.10769230769230802,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.117948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0256410256410256,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0256410256410256,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0307692307692308,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.10769230769230802,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0256410256410256,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0205128205128205,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0615384615384615,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0615384615384615,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0717948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0923076923076923,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0615384615384615,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.10769230769230802,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0564102564102564,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0717948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0307692307692308,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0564102564102564,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0974358974358974,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.041025641025641,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0615384615384615,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0256410256410256,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.10769230769230802,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0769230769230769,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0666666666666667,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.041025641025641,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0358974358974359,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0153846153846154,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0923076923076923,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0153846153846154,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0461538461538462,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0512820512820513,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0205128205128205,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.00512820512820513,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0153846153846154,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0923076923076923,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.041025641025641,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.00512820512820513,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0307692307692308,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0923076923076923,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0461538461538462,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.112820512820513,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0820512820512821,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0717948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0974358974358974,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0974358974358974,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0717948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.041025641025641,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.10769230769230802,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0974358974358974,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.102564102564103,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.10769230769230802,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0358974358974359,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.112820512820513,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0974358974358974,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0205128205128205,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.117948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0256410256410256,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0717948717948718,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0153846153846154,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0769230769230769,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
0.0128939828080229,0,0,0,0,1,0.0,0,-0.0512820512820513,0,0,0,0,0.0156252384222171,0.106060606060606,0,0,0,1,0,0,1
